Price,Close,High,Low,Open,Volume
Ticker,EWZ,EWZ,EWZ,EWZ,EWZ
Date,,,,,
2010-02-25,33.61610794067383,33.8501762631539,32.445770127837186,32.6300337692727,21681000
2010-02-26,34.04938888549805,34.19381412395446,33.41690581365221,33.84021907143727,16268400
2010-03-01,34.70178985595703,34.74660951714544,34.27847659106539,34.393018258256454,15988100
2010-03-02,35.15498352050781,35.59324047982478,34.985659731364024,35.14502486214353,18195800
2010-03-03,35.150001525878906,36.03148895986209,34.935854302997896,35.4886528597474,23456600
2010-03-04,35.14003372192383,35.44880523802948,34.627077470643115,35.359162139777084,17721400
2010-03-05,35.956783294677734,35.98666686299143,35.50857156517282,35.71275631757071,19166100
2010-03-08,35.692840576171875,36.13607494395754,35.478693335590606,35.966751162809864,13109600
2010-03-09,36.38508987426758,36.683902859910184,35.35917694222712,35.403996610334545,20653200
2010-03-10,36.678916931152344,37.01258708286489,36.35022420888187,36.53449168647875,16992900
2010-03-11,36.77851486206055,36.82333831929598,36.22073885780849,36.59922863224694,12398100
2010-03-12,36.46975326538086,37.00263081659536,36.419948571224694,36.98270969884583,13590900
2010-03-15,36.454803466796875,36.58428881068195,35.981689348134914,36.37512280871965,14684000
2010-03-16,36.83828353881836,36.878125773337516,36.29046611265616,36.45480868080959,17340700
2010-03-17,36.63907241821289,37.20182967486781,36.49464718252675,37.07732555440364,15831700
2010-03-18,36.07631301879883,36.644051470429375,35.857184563936514,36.34026113057534,18034800
2010-03-19,35.508583068847656,36.31536748298046,35.443838482829165,35.508583068847656,21307000
2010-03-22,35.72770309448242,35.842248562728216,34.81633577571424,34.99064079298879,17466500
2010-03-23,36.21576690673828,36.33528982404426,35.857194355255324,36.21576690673828,16217000
2010-03-24,35.6380615234375,36.27552207126879,35.46873772772931,35.75260699667183,17519500
2010-03-25,35.0005989074707,36.03647413627045,34.94581678866927,35.93687235639385,20617900
2010-03-26,35.080284118652344,35.32929237321503,34.61214738421387,35.159964784338904,17157500
2010-03-29,36.026512145996094,36.08129426550833,35.38407419819688,35.39901408541578,15164000
2010-03-30,36.240657806396484,36.454805046129884,35.94682990513385,36.320342267489956,12459400
2010-03-31,36.6739387512207,36.74366076485093,36.185884655809105,36.21576443320355,12179800
2010-04-01,37.32633590698242,37.52056204192928,37.137091001013914,37.21179423743143,17455700
2010-04-05,37.500640869140625,37.784510098686745,37.376136754435066,37.71976552731886,11379400
2010-04-06,37.64009475708008,37.824358463526195,37.30642455391518,37.32136444367404,12796700
2010-04-07,37.057411193847656,37.60522860766224,36.80840293306244,37.53550659860754,18544600
2010-04-08,37.50562286376953,37.59028855974472,36.619154067082384,36.723737080218726,14058600
2010-04-09,37.575347900390625,37.71479572870712,37.296459842887266,37.590291588812434,13304200
2010-04-12,37.34626007080078,37.719772483802636,37.152033920004996,37.61518946410989,11675600
2010-04-13,37.30143356323242,37.48569722146107,36.75361621788954,37.22174910594994,16133300
2010-04-14,37.71479415893555,37.81937717614633,37.4209624252403,37.689891812167176,12372200
2010-04-15,37.331329345703125,37.89408681825257,37.22176506973148,37.60524003563223,15094700
2010-04-16,36.534488677978516,37.29147204336359,36.21575843996752,37.13708815295443,26516600
2010-04-19,36.404998779296875,36.723728977453455,35.906982369731764,36.2356750238353,22373400
2010-04-20,36.6988525390625,37.02256036058603,36.58928825504151,36.873157627475,15262400
2010-04-21,36.35022735595703,37.97874362171662,35.73766911987721,36.6340966408741,16976900
2010-04-22,36.5992431640625,36.6440666390952,35.653010753134446,36.09126784427386,24432700
2010-04-23,36.6689567565918,36.748641227400505,36.086278312170755,36.38011004882198,15516100
2010-04-26,36.60420608520508,37.01756061683805,36.50460432316604,36.92791751117745,13715500
2010-04-27,34.88605880737305,36.16097988496166,34.8063743402415,36.096239105090675,34043500
2010-04-28,35.3641471862793,35.52351228931954,34.517516989232455,35.41892929665848,29270400
2010-04-29,36.454803466796875,36.46476592378407,35.757583460255894,35.85220400424985,25414500
2010-04-30,35.98667526245117,36.504612905868,35.89205090657212,36.3900674329847,21305400
2010-05-03,35.757591247558594,36.43987151677012,35.48866184379777,36.205803120928394,18575200
2010-05-04,33.850181579589844,35.14004247047602,33.81532057712169,35.125102583641706,34456100
2010-05-05,33.466705322265625,34.134049368997346,32.754541616946895,33.17785865683299,27807900
2010-05-06,32.03739929199219,33.75555453279668,29.880987141392968,32.97865008298094,54077600
2010-05-07,31.82326316833496,32.56032564722101,30.558300482068006,31.843182389544534,52557100
2010-05-10,34.447792053222656,34.542416381174505,33.142991570838745,34.477675619691546,37866800
2010-05-11,33.59120559692383,34.467715549244645,33.59120559692383,33.74061204091573,27046800
2010-05-12,33.97468185424805,34.383055179573915,33.86511763045459,34.029463966144775,24158100
2010-05-13,33.670894622802734,34.30835511127997,33.670894622802734,34.04440698397901,20227800
2010-05-14,32.759525299072266,33.30734269813936,32.23162901627945,33.22766203260668,32554000
2010-05-17,32.415897369384766,33.04339932408185,31.464687677329913,32.71968778715911,37060600
2010-05-18,31.414884567260742,33.128058898180335,31.29038043102356,33.08822046225362,35935700
2010-05-19,30.66287612915039,31.1110917445614,29.93079125723981,30.608094009513245,46182700
2010-05-20,29.188743591308594,29.975608571584463,28.65088492902372,29.338148142015967,55560100
2010-05-21,30.448726654052734,30.483587654949808,28.665828680380624,28.695708452702654,44533300
2010-05-24,30.02043914794922,30.852127833120775,29.86107399266769,30.548337412183336,29558400
2010-05-25,29.77143096923828,29.806291978353066,28.476588602676905,28.710657006546906,39479500
2010-05-26,29.930784225463867,31.041362444982127,29.62699582392481,30.284377305564515,35001800
2010-05-27,31.76349639892578,31.803338636637424,30.94177019383896,31.2156789288679,31108100
2010-05-28,31.634000778198242,31.87304841332437,31.160884835856614,31.53937834964261,24356400
2010-06-01,31.205711364746094,32.181825071967694,31.170850364464826,31.549342038853748,30656300
2010-06-02,32.25653076171875,32.336215234720356,31.320261001338654,31.549348161871077,24151600
2010-06-03,31.942773818969727,32.68979847104959,31.11108728488281,32.490591137248856,21990800
2010-06-04,30.847137451171875,31.738587330138866,30.70271412814827,31.34515388861284,25028900
2010-06-07,30.314260482788086,31.145948934032592,30.264459598188427,30.956702152946338,18008200
2010-06-08,31.076215744018555,31.250520677125863,30.314249565537754,30.598118685044682,25710900
2010-06-09,31.116071701049805,31.91787669623349,31.026428576160306,31.58420654230877,27420700
2010-06-10,32.42087936401367,32.5254623923366,31.987607360899425,32.042385690393765,25446000
2010-06-11,32.694786071777344,32.76450808226246,31.972659820946372,32.00752082618893,15284200
2010-06-14,32.356136322021484,33.11810104643773,32.3312339743411,33.09319869875735,19607300
2010-06-15,33.307342529296875,33.387026993990034,32.59517877425045,32.71968290066021,14828400
2010-06-16,33.436824798583984,33.710735371230605,32.884026224380115,32.943789567384115,13448800
2010-06-17,33.2774543762207,33.725669878357024,32.953742969146504,33.665906544884365,15113200
2010-06-18,33.466705322265625,33.74061590106673,33.252558087811344,33.36212231933179,13300500
2010-06-21,33.825279235839844,34.363137959271704,33.601173334192055,34.233652607431225,17699100
2010-06-22,33.26750564575195,34.32827948431922,33.23264464071635,34.0095492098324,23880100
2010-06-23,33.35501480102539,33.41502519939937,32.679914034220076,33.19499088729916,16474400
2010-06-24,32.774925231933594,33.23999526614213,32.47987891450619,33.22499362234033,19057500
2010-06-25,33.46004104614258,33.50004417160225,32.639914022233675,32.929958619629474,15959100
2010-06-28,33.06497573852539,33.54504750377855,32.994965511213756,33.4950407435947,10549300
2010-06-29,31.37972068786621,32.10983006595852,31.129683072823454,32.08482859361698,23149200
2010-06-30,30.919647216796875,32.01480919300125,30.919647216796875,31.474729026873224,17929300
2010-07-01,31.489736557006836,31.50473820285054,30.444579292702088,31.12468188293769,25402300
2010-07-02,31.939807891845703,32.0548249783823,31.389725841864458,31.799787422607384,14267100
2010-07-06,32.069828033447266,32.62491192890305,31.61976140216337,32.469889804769714,17725300
2010-07-07,33.01496505737305,33.049970170916794,32.069823176420634,32.07482499700438,18542600
2010-07-08,33.31001281738281,33.40002651529,32.75492898283369,33.14998888946684,15450300
2010-07-09,33.675071716308594,33.950114680659205,33.26501008826809,33.36002562418414,11125400
2010-07-12,32.964962005615234,33.64006288005679,32.74493147370501,33.42503035402131,16361900
2010-07-13,33.470035552978516,33.62005964923658,33.20999811010529,33.340014923906274,12711100
2010-07-14,33.215003967285156,33.480043293426434,32.9049596907903,33.05998182903773,11769500
2010-07-15,33.07997131347656,33.22999156649303,32.57989617288061,33.14998152793835,15070000
2010-07-16,32.0798225402832,32.86494039531461,32.02981578692702,32.83993511100116,19281900
2010-07-19,32.539886474609375,32.66490524911076,32.179831793602155,32.36486095336148,13239500
2010-07-20,33.62004852294922,33.67005526672882,32.31985029305958,32.354855395232306,23189800
2010-07-21,33.470035552978516,34.03012118836787,33.18499282230519,33.90010055929563,16181100
2010-07-22,34.52018356323242,34.80022439851367,33.96010189266991,33.995106997080065,18502500
2010-07-23,34.7402229309082,34.770226220446595,34.145132253258154,34.345163085812615,15675700
2010-07-26,34.62520980834961,34.76023226461116,34.39517564741777,34.620211802763215,12995000
2010-07-27,34.505191802978516,35.06527744922019,34.43518157410722,35.00526704649994,16256100
2010-07-28,34.755210876464844,35.055255099394856,34.51517320895926,34.54017848389897,13719800
2010-07-29,34.92025375366211,35.27530670432131,34.56019898249471,35.08527949299237,15292600
2010-07-30,35.19529724121094,35.370326643458775,34.46018977591093,34.590206603223734,17765300
2010-08-02,36.045406341552734,36.190428547075236,35.72035683367606,35.7953688455352,19331100
2010-08-03,35.6203498840332,36.00540601969161,35.46532401373141,35.69036009051655,17328000
2010-08-04,35.83539581298828,35.95041098896456,35.31531707241883,35.850397460700705,14626500
2010-08-05,35.88539123535156,35.92039634070752,35.61034839664739,35.660355144974424,9411500
2010-08-06,35.545345306396484,35.96540663331369,35.330312822778126,35.68036392854247,14225400
2010-08-09,35.56534957885742,35.88039558119474,35.55034411803765,35.830388824275154,8171200
2010-08-10,35.255306243896484,35.42533000296226,34.940260199895576,35.155292716830914,15577400
2010-08-11,34.08513641357422,34.99527336395165,34.05012747772124,34.67022363554428,19129900
2010-08-12,34.31517028808594,34.38518052859491,33.67007265887734,33.75508454874223,13805200
2010-08-13,34.31017303466797,34.745240000275345,34.30517121245939,34.4101865872048,12573100
2010-08-16,34.98526382446289,35.0002654714304,34.3451681187065,34.45518528349676,10856800
2010-08-17,35.40532302856445,35.54034164371063,35.21529202505485,35.43032449752523,12557200
2010-08-18,35.40532302856445,35.51533635947915,35.10027687423971,35.35531246010147,10974200
2010-08-19,34.94026184082031,35.33031995607473,34.69522220204013,35.24530807254937,19614900
2010-08-20,34.74522018432617,34.79022511271872,34.37516185739274,34.755220007767754,11401200
2010-08-23,34.15514373779297,35.065280610442215,34.080131681447966,34.95526343650577,12135100
2010-08-24,33.7050666809082,33.97010590631746,33.45002728001957,33.710068500803864,20366800
2010-08-25,33.5450439453125,33.655061095209064,33.03996694591049,33.46003208049092,17792300
2010-08-26,33.05997848510742,33.88510349557989,33.00997171801523,33.81509325859646,15368700
2010-08-27,34.35016632080078,34.35016632080078,33.17498656186109,33.49503819629448,21871300
2010-08-30,33.45503616333008,34.19014741709797,33.420031047211204,34.070126605886244,10846800
2010-08-31,33.880088806152344,34.11512471901466,33.60004796458209,33.670058174974656,16865600
2010-09-01,35.28030776977539,35.39532293210442,34.485186197919035,34.50018784385142,19287500
2010-09-02,35.41533279418945,35.445336091472605,35.09028308429211,35.350324378318696,13144400
2010-09-03,35.32032012939453,35.98542125175454,35.29531865138881,35.8804058874775,16579800
2010-09-07,34.775238037109375,35.2703115331629,34.76523439420702,35.195299472482816,14888100
2010-09-08,35.250301361083984,35.480335505571006,35.140284201705164,35.24530335585489,12440700
2010-09-09,35.39531326293945,35.585344233560626,35.12527226411204,35.515330212883846,8317800
2010-09-10,35.46033477783203,35.58535357964596,35.330314155669654,35.5553464728263,7420400
2010-09-13,36.42547607421875,36.49048829259464,35.94540433560252,35.96040979656921,15692700
2010-09-14,36.33046340942383,36.64050758624299,36.1704395008256,36.46048402743205,14866500
2010-09-15,36.17043685913086,36.21544179172894,35.77537702904153,36.00541114239658,13902700
2010-09-16,36.2204475402832,36.26545247776285,36.00541504780354,36.12543202968698,10656800
2010-09-17,35.89540100097656,36.3604711382436,35.79538747662143,36.210450851710895,11117500
2010-09-20,36.23543930053711,36.315453143477804,35.78037296843948,36.02040686672152,14795300
2010-09-21,36.44548416137695,36.4504859823334,35.83539553919423,36.13043811600847,20596400
2010-09-22,36.70552062988281,36.970559876788485,36.3304642279738,36.60050529518081,28158400
2010-09-23,37.09558868408203,37.540655429183936,36.46049468424999,36.570508053658784,28527200
2010-09-24,36.9555549621582,37.63065566282248,36.79052924425096,37.34061115533775,19572800
2010-09-27,37.200592041015625,37.370619584812886,36.715518509805385,36.99056138274031,18160300
2010-09-28,37.70568084716797,37.75568761738162,36.93056255540431,37.410634416944994,24462400
2010-09-29,38.08072280883789,38.23574488190001,37.640654242307164,37.705666452510414,29916600
2010-09-30,38.480777740478516,38.570791411841576,38.05571466498028,38.480777740478516,21116100
2010-10-01,39.06586837768555,39.17088369136975,38.48077760820176,38.48077760820176,16773300
2010-10-04,39.08588409423828,39.17589397824252,38.73582912360105,38.99086857409409,16755500
2010-10-05,39.84600067138672,39.98101932575032,39.1558981202371,39.285914953247435,25495600
2010-10-06,39.32591247558594,39.830989483696676,39.18089021324638,39.75097562229379,19436200
2010-10-07,38.795841217041016,39.61096255160256,38.45078805225169,39.55595396546886,18886900
2010-10-08,39.52094268798828,39.71097370692742,38.83084028125258,38.88584885881169,13632300
2010-10-11,39.655967712402344,40.001017030609844,39.60595713662128,39.75097941278958,8337200
2010-10-12,39.55594253540039,39.71596642647485,39.050865579242995,39.42092392725996,12636400
2010-10-13,40.46608352661133,40.65611454090159,40.036018557272534,40.101030773854326,14763200
2010-10-14,40.27105712890625,40.611108433420206,40.10603138952348,40.30606224193249,16466400
2010-10-15,40.206058502197266,40.626119960678594,39.99102595123027,40.596116660864816,17042300
2010-10-18,40.041015625,40.50108383029677,39.900995198628856,39.9560037683133,12727400
2010-10-19,38.83083724975586,39.38592098704756,38.52078927456162,39.0658731872919,25719800
2010-10-20,39.22590255737305,39.570951874286095,38.925854364897354,38.98086294583315,19473500
2010-10-21,38.34577178955078,39.40593273360555,37.9557136900723,39.105884519909935,26005400
2010-10-22,38.05572509765625,38.770832845284396,37.855694238093655,38.75583119848968,18335600
2010-10-25,38.4057731628418,38.76582406710885,38.270750735379856,38.47078155904197,12324100
2010-10-26,38.875850677490234,39.040876433341964,38.195748000590584,38.22075329036383,12520900
2010-10-27,38.12574005126953,38.66582229444144,37.88070422095464,38.64581882447895,19315600
2010-10-28,38.340763092041016,38.670814541801775,37.98571017247073,38.505788816921395,11073000
2010-10-29,38.525787353515625,38.62580085050116,38.345760006725385,38.47077878559248,12639700
2010-11-01,39.0208740234375,39.37092901340424,38.70582796621192,38.72583143551902,15263800
2010-11-02,39.62096405029297,39.75098086932822,39.18089538503089,39.57595529349507,11606800
2010-11-03,39.695980072021484,39.730985194053915,39.12589447590927,39.665976771785736,15045100
2010-11-04,40.796146392822266,40.89115811126717,40.17105222946793,40.17605023577893,16522800
2010-11-05,40.58610916137695,40.79113803013814,40.27105931179241,40.71112797400031,11470100
2010-11-08,40.41608810424805,40.571110235991874,40.04103160594758,40.156050610812734,8553800
2010-11-09,39.570960998535156,40.62612029029793,39.220909780293916,40.556110046649685,13044600
2010-11-10,39.44594192504883,39.725986713236935,38.87085832927807,39.59596605498075,13580300
2010-11-11,38.98585891723633,39.180887923921766,38.82083319918844,38.97585909278071,10192400
2010-11-12,38.380775451660156,38.96086457320444,38.015718840306064,38.55580102617046,16466000
2010-11-15,38.46078872680664,38.89585174594919,38.405780144917365,38.670819412963134,7385400
2010-11-16,37.4056282043457,38.01571677154264,36.98056121260334,37.90570342731679,24625900
2010-11-17,37.545654296875,38.020724303959554,37.43063529959286,37.64566783038594,11630500
2010-11-18,38.60580825805664,38.72082724571853,38.215750168608245,38.31576750902541,15276700
2010-11-19,38.635807037353516,38.70081543315432,38.16073335716574,38.45077785893041,10672000
2010-11-22,38.160743713378906,38.4957970533727,37.685673719535366,38.21075429401224,10858300
2010-11-23,37.06557083129883,37.445625191534596,36.83553672422859,37.275601474892895,17772100
2010-11-24,37.97571563720703,38.160741037598726,37.68567107706645,37.73567783892174,12711700
2010-11-26,37.41062545776367,37.60565448558133,37.140584384953584,37.21559642994601,6878100
2010-11-29,37.66566467285156,37.68066631871148,36.60550385392142,37.18059110860178,18488600
2010-11-30,37.43062210083008,37.81568208113823,37.00555901038648,37.14557943403657,19170900
2010-12-01,38.28575897216797,38.45578653690369,37.89069907660666,38.11073340205126,13935700
2010-12-02,38.720821380615234,38.790831600666976,38.3957717502202,38.44078050040824,16094800
2010-12-03,39.080875396728516,39.16588726017709,38.39076921862162,38.47078307735259,13466000
2010-12-06,38.850833892822266,39.03086122548494,38.75081658841519,38.89083699931504,11803600
2010-12-07,38.45579147338867,39.585962723789024,38.36077594515497,39.54595578397781,14166500
2010-12-08,37.95570373535156,38.610800945212155,37.80067784819538,38.43577540997503,14904400
2010-12-09,37.48564529418945,38.1007396126501,37.27061275532765,38.06073267163584,17998500
2010-12-10,37.82069396972656,37.83069761238566,37.3206186643818,37.4956480734699,12257800
2010-12-13,38.42577362060547,38.610802804061485,38.010714135709556,38.130731106325804,13668500
2010-12-14,38.46078872680664,38.595807363544004,38.140737061600284,38.19074763806058,12489100
2010-12-15,37.66065979003906,38.19574006873471,37.605651216178416,38.05571963173334,13276900
2010-12-16,37.66065979003906,37.91069737476171,37.48563424378736,37.80568204701069,11960200
2010-12-17,37.85068893432617,37.87069239795251,37.40562236063434,37.48063058014487,13289400
2010-12-20,37.470638275146484,37.87069999741181,37.25560576710136,37.815691415218545,18893800
2010-12-21,38.1121940612793,38.41155949244617,37.89025520541434,37.89025520541434,13257900
2010-12-22,38.49931335449219,38.514801036320456,37.843809920773296,38.0141389799648,7527400
2010-12-23,38.45286178588867,38.561251930457665,38.11736623105325,38.1947888879968,7217600
2010-12-27,38.2154426574707,38.32899538478557,38.07092243648111,38.19479634906066,5616300
2010-12-28,38.25672912597656,38.339310408464236,38.02446114710238,38.282534053931435,6243500
2010-12-29,39.290740966796875,39.32696778375455,38.49374704530116,38.51444864762368,10437500
2010-12-30,39.83932113647461,39.86001878911254,39.021625662342935,39.523628629986135,11290400
2010-12-31,40.05669021606445,40.206773893152885,39.575388751066214,39.756522861887596,5138800
2011-01-03,40.42931365966797,40.70360303670427,40.30510402036918,40.32580562691898,20403100
2011-01-04,40.61044692993164,40.615623318567486,39.756524432689055,40.34650638749063,15588300
2011-01-05,40.13431930541992,40.69842322992195,40.13431930541992,40.165369738423,23164700
2011-01-06,39.73583221435547,40.19643220107343,39.632328107751114,40.09292809446907,13912700
2011-01-07,39.373558044433594,39.97388888073975,39.10444108975002,39.92731322421451,15535400
2011-01-10,38.97505569458008,39.223471020254685,38.91295482448216,39.15101737285536,17291400
2011-01-11,39.81344985961914,39.89625232940936,39.33214841190479,39.44082887449483,16840000
2011-01-12,40.69841384887695,40.93129993957424,40.139482493091684,40.16018409313112,20668600
2011-01-13,40.05669021606445,40.87438585740383,39.89108132210955,40.7450037856132,10707000
2011-01-14,40.05669021606445,40.16537068255729,39.78240085561672,39.82897650621615,7535600
2011-01-18,40.28440475463867,40.3775600153119,40.061871355259896,40.25853070626874,8851200
2011-01-19,39.78758239746094,40.30511080301368,39.518469363882,40.28440919298017,13372200
2011-01-20,39.254520416259766,39.54951138669958,38.902601017451964,39.49775934684528,14580300
2011-01-21,38.80944061279297,39.55985891052782,38.77839018268912,39.53915730764958,15494600
2011-01-24,39.326961517333984,39.326961517333984,38.752504976806485,38.856012971925935,11008500
2011-01-25,38.944007873535156,39.19242321588393,38.58691205279251,39.19242321588393,9645700
2011-01-26,38.954345703125,39.321794198103376,38.79391322533641,39.31661781056693,11373000
2011-01-27,38.36955261230469,39.10961833117108,38.29709895717886,38.969887410122155,14852800
2011-01-28,37.546669006347656,38.34883527287848,36.89458242927907,38.34883527287848,26181200
2011-01-31,37.88307571411133,38.1107894640719,37.63984069297765,37.77957161781734,16662100
2011-02-01,38.649017333984375,38.78874825116901,38.25052224181282,38.29709789806504,13373800
2011-02-02,37.97623062133789,38.778401179535756,37.86237769586149,38.566212651181274,15492300
2011-02-03,37.93482208251953,38.07972935992373,37.55702472492101,37.95551973778255,13201400
2011-02-04,37.287906646728516,37.670876391271,36.87905891402471,37.624296802265945,16995200
2011-02-07,36.910125732421875,37.422477748447115,36.899776901617535,36.956705342112386,15379000
2011-02-08,37.4483528137207,37.51563007974818,37.04985376148238,37.4483528137207,15603300
2011-02-09,36.42364501953125,37.1067823054997,36.29943931710828,36.967051383827375,18135500
2011-02-10,36.340850830078125,37.070563940376175,36.27874599047508,36.397779279273664,16355600
2011-02-11,37.21027755737305,37.31378161574279,36.28907801323142,36.49091369095113,18441700
2011-02-14,37.588077545166016,37.722636003490614,37.01879722699992,37.02397361535826,11951800
2011-02-15,37.63466262817383,37.87790158690691,37.44835210439649,37.44835210439649,9700900
2011-02-16,38.22981643676758,38.24016526532256,37.6657085440467,37.846842656965315,15789700
2011-02-17,38.43682098388672,38.57655582102885,37.986573938139564,38.08490161966967,12753100
2011-02-18,38.721466064453125,38.752516498007175,38.29709302936216,38.37989945007623,11955300
2011-02-22,37.55185317993164,38.4161284646469,37.48457592058218,37.929650586254475,18923800
2011-02-23,37.88307571411133,38.105613074728744,37.313795287638065,37.48975698945165,17127300
2011-02-24,38.19359588623047,38.2815747628918,37.83132365247436,38.27639837355049,15257400
2011-02-25,38.24016571044922,38.49892986003863,37.89342269762202,38.374724173795435,14437800
2011-02-28,38.43682098388672,38.63866063180615,38.07455279208703,38.36954373353168,10625300
2011-03-01,37.84684753417969,38.65936690120241,37.82097348524415,38.61279124406163,9669400
2011-03-02,38.473052978515625,38.72146830661484,37.831318974531875,37.83649536323311,14982200
2011-03-03,39.057865142822266,39.11479357710405,38.56103840144041,38.91295783680605,12848600
2011-03-04,39.18207550048828,39.342508044309014,38.79392919246127,39.12514705943671,12928500
2011-03-07,38.70594787597656,39.32180790947728,38.302276372764666,39.25452669332318,11761000
2011-03-08,38.73181915283203,38.97505810489846,38.14183715984993,38.69041988634907,7300500
2011-03-09,38.5455207824707,38.92849073079653,38.473063166748666,38.61279805969198,8538300
2011-03-10,37.54150390625,38.03833060772323,37.39659661187377,37.960700571899494,14277500
2011-03-11,37.852020263671875,38.19876328362233,37.272387135250064,37.35519356006503,17805900
2011-03-14,38.29191970825195,38.364373357966784,37.62948408318625,37.68641251488044,9976400
2011-03-15,37.893428802490234,38.09526455581277,36.858372037378466,36.936002084447495,20871400
2011-03-16,37.14301300048828,38.172897400110536,36.72899263316197,38.02799007412491,24898600
2011-03-17,37.225807189941406,37.6967558443795,36.941165072997855,37.57255016990741,17682500
2011-03-18,37.93482208251953,38.00727572122163,37.66570518297416,37.7950872447175,17282800
2011-03-21,38.084903717041016,38.39542383960099,38.02797923956089,38.3747222348685,10741100
2011-03-22,38.66453552246094,38.768043542691885,38.100431618804436,38.2091120787265,11214500
2011-03-23,38.93367004394531,39.01647254917059,38.52482206299249,38.70077985436435,14499700
2011-03-24,38.91811752319336,39.140654798339234,38.70593302275752,39.057852342792245,10079000
2011-03-25,38.949180603027344,39.326974047410864,38.80427331211709,38.92847899740766,12156900
2011-03-28,38.524803161621094,39.20794027538638,38.488576343028505,38.81979409828276,11289700
2011-03-29,38.93367004394531,39.15103106214432,38.50412044957891,38.71630507731727,11115500
2011-03-30,39.70477294921875,39.823802250521275,39.2700471115385,39.352853537164336,12266300
2011-03-31,40.11362075805664,40.30510370740692,39.97388590203745,39.98941111972232,11241600
2011-04-01,40.998592376708984,41.0762224110517,40.40343404465154,40.625971370605974,16069100
2011-04-04,41.28840255737305,41.30910416088554,40.90025637547481,41.16419688472521,11201500
2011-04-05,41.148677825927734,41.44366881037032,41.00377052808614,41.11762344179901,11899700
2011-04-06,40.708778381347656,41.45401645588786,40.64667356329113,41.448840067276244,12432900
2011-04-07,41.08140563964844,41.350522636253004,40.87439742494168,41.102107250804835,14041900
2011-04-08,41.200416564941406,41.521285441147214,40.957177701349664,41.45400425428267,11344600
2011-04-11,40.61044692993164,41.25218092580872,40.527640505468725,41.122798848906136,8453200
2011-04-12,39.68406677246094,40.3258007034429,39.502932672799965,40.2740486676008,18670400
2011-04-13,39.47187423706055,40.077385234325035,39.09925724822519,40.041158418114925,19279400
